-7.159031402161360191e-02 -5.986994101450567041e-02 -1.100939181583750065e-01 -1.165443148012785951e-01 1.252430040184137616e-01 4.148943269229625475e-02 5.871618715933206271e-03 9.095152861170583414e-01 3.263642758598858662e-02 6.391243137203744817e-02 -1.299203296836037858e-01 -1.404650029304095084e-02 -3.739651127225974703e-01 -1.504122994256468182e+01
1.514059999475163981e-03 -4.660474071260003169e-04 2.494093577394065897e-03 2.455629793060239412e-03 -2.121183694298787309e-03 2.124688675497526577e-04 -4.097409693770880578e-04 1.062107198104021320e-03 2.291343713723527267e-03 1.330116020010693951e-03 3.488025238798275925e-03 8.009932350808482947e-04 -1.875527794573530679e-02 -1.632447117934664460e-01
1.660169630773523008e-03 9.840871053774418245e-04 4.549593260769974268e-06 6.226586631876717716e-04 -2.126001912911045291e-04 -9.377804947655348942e-04 2.462246130222103032e-03 8.772616368377155610e-03 -1.844377415052088744e-03 8.187846322194740649e-04 -4.238474104767049903e-05 -2.132325896506235695e-04 1.132078984245233613e-03 -6.881815485460741899e-02
6.381338027468435366e-04 1.390134086703475897e-03 -4.429593372290017614e-04 -2.129507809623292988e-03 1.888589151104185350e-03 -1.792215898529096177e-03 -9.024148885257671053e-04 8.859939787456517363e-03 -1.094767960646764572e-03 -1.256742500960401562e-03 -2.134849760889366566e-03 1.212803047577507400e-03 1.494289238272301576e-02 8.886295126631403585e-02
-1.860281422962364872e-03 -7.817915313132120644e-04 -2.319977207636452279e-03 -1.449970107819406042e-03 6.472584179898098131e-04 -5.590342253214768776e-05 -1.780655682841536861e-04 1.488936105118532967e-03 -1.283119748566947677e-03 -9.022558709157170670e-04 -3.650615242755722491e-03 -2.522204650460992798e-04 1.526654317112763858e-02 2.507022260849112727e-01
-1.831089097491034713e-03 1.870272949381729887e-04 -1.272770326991535953e-03 -2.406352146886111404e-03 9.794859077251712783e-04 4.400044705946750691e-04 -6.441423147207146586e-04 -8.010523587734078715e-03 -9.074436070835481104e-05 -2.174339136444915276e-04 -1.358753255887992740e-03 -4.544058019496676534e-04 1.442313446954930981e-02 1.666745494417371520e-01
-1.984863230943522024e-03 1.293224432754062556e-03 -9.766720807070931789e-04 -3.848552543364130150e-04 7.677306119372328706e-04 1.120078992166967906e-04 -2.698331585655051575e-04 -3.933377622999738657e-03 -2.852852629850194800e-04 2.077792129302594474e-04 -3.337898634315142462e-04 -3.191780763138032440e-04 3.405755555975837311e-03 1.041484908679260295e-02
-4.523825798839626049e-04 9.441137323067850140e-05 -3.108944543730780981e-04 -1.137834475917470637e-04 3.540896925135456172e-04 -1.048439555128545205e-04 -1.599273670152072087e-04 -5.108816909784787835e-04 -1.215096531271739582e-04 -5.850111581390006330e-05 3.344386686249035978e-04 -2.191514754220694997e-04 1.314543780731859419e-03 3.351193864187345089e-03
1.400793788768882678e-03 -1.041915415592517270e-04 1.164255185822955655e-03 8.724976469001917987e-04 -8.926164304988942842e-04 6.359668194156341573e-04 9.000699909384690623e-04 -9.939640310147146267e-04 1.044535835566661299e-03 8.853656590861558144e-04 7.677956334771514216e-04 7.211959211502244529e-04 -1.089258016439260783e-02 -1.486733634968445961e-01
1.697346699640758056e-03 -1.058107595409004840e-03 1.469106173565797990e-05 9.679355084116578883e-04 -1.069580492287462844e-03 2.327257907827604867e-04 -4.734888622422246045e-04 1.155488629272965638e-03 7.307571160285901207e-04 -4.433822868053837818e-04 5.228891601119614639e-05 -9.010957635429727493e-04 -9.083272372417310406e-03 -1.454116254787983509e-01
1.045265752372149907e-03 -5.376486833449030693e-04 1.787785562849872681e-03 1.252835774524645261e-03 -2.675405017950375185e-04 5.769994380909770383e-04 3.087130797959585882e-04 2.001911158312178786e-03 -5.342336871106131638e-05 8.499501940472168043e-05 1.136300286354796673e-03 9.433141575476124358e-04 -1.048590224166114776e-03 -5.847021652589628332e-02
-2.922175250576003144e-04 -2.146173690265884299e-04 -3.105817019436430629e-04 -3.067925010423122535e-04 -2.501722415691479888e-04 -2.525846791219768408e-04 -1.061453036857432542e-05 1.065071028378640049e-03 -8.607779487530355415e-05 2.141113216019044330e-04 6.666417927570944155e-05 -1.058510095679257839e-04 -9.825802282381578803e-05 -5.259751664923846028e-03
-5.510166808927876659e-04 1.644747959311054048e-04 -3.452721423276854280e-04 -4.711736190127792639e-04 2.660284583422957796e-04 -4.218137754979577015e-05 -2.655651405017537279e-05 -1.255375236511194019e-04 -5.761485419837359540e-04 -5.402321580097468618e-04 -1.573484212350389545e-04 -3.596437885735644396e-06 3.476822141911373783e-03 6.732513691180090631e-02
-4.545306802354827152e-04 2.446343725151088705e-05 -3.317530939617004604e-04 -3.392208933719874928e-04 2.133008171696887758e-04 -2.925407099104535978e-04 -3.861639208258753710e-04 -1.748235933276295765e-03 6.942084437387589584e-05 8.642241225967260091e-05 -6.367419208107452742e-04 -8.281811058134152040e-05 3.509091250790235140e-03 5.092923639863040225e-02
-3.801983589427668339e-04 2.549200489761189016e-04 -1.523993705542235112e-04 -1.971917532927465022e-04 2.729423861411954923e-04 9.117673354362797590e-05 2.233105249957344481e-05 -8.343098516045427274e-04 -3.667389516338398969e-05 8.019846226501108034e-05 -2.195392523588819128e-05 -1.485885825806410173e-04 1.200754968942163107e-03 1.385953384538821977e-02
-2.037129772920111693e-04 6.242689187020750337e-05 -1.597569671545074612e-04 -6.831511153656954366e-05 1.302798402790238694e-04 -2.555421019506577961e-05 -5.511555098758138291e-05 -2.075392375064179272e-04 -5.631138417222464148e-05 -5.199336267558060247e-05 7.335052312398048836e-05 -6.556322703998857101e-05 3.719516241953336349e-04 4.712757951405347444e-03
1.834095184747695111e-04 -5.346374230517962422e-05 2.505546770457554938e-06 5.597429014342554418e-05 -1.054041293902108217e-04 3.121352744144506683e-05 -5.836192717684707753e-05 4.094422239155297142e-04 9.876057200856874904e-05 1.263708806871039164e-04 -2.251998374816668367e-05 1.087269642925440440e-05 2.544738908609942007e-04 -7.177682952933902259e-03
7.139481292534802356e-05 2.186156818668514001e-05 -7.163628491497373958e-06 -5.489669626608817838e-05 6.047164300816159933e-05 8.451994077816978501e-05 -7.218232775874726110e-05 2.566695994685920133e-04 -7.232999198622469146e-06 8.267735452326133852e-06 3.869186966881372862e-05 4.251451928233499346e-05 2.808399310929802356e-04 -4.225114509495045412e-03
-7.148186114922818173e-05 -9.453413944121871694e-05 -4.250963171415664775e-05 -2.110541696642195657e-05 -4.050324383568783509e-05 -1.550030004779372696e-05 6.393452695279894303e-05 -2.930738571712906298e-04 -6.611037542718256241e-05 2.422128725925848155e-05 -7.584919194906201718e-05 5.059516163935443413e-05 -2.519839700619968246e-04 1.647004814351932548e-03
-1.403127882639560559e-04 4.880020012341152889e-05 1.693578561525179110e-04 1.386155673720382677e-04 1.371484721225710952e-04 -9.352938705103310197e-05 1.203457781845125298e-04 -4.022130010753103657e-04 1.403565463540284888e-04 3.949937859335646252e-05 -8.247577035571008889e-05 1.487685327873062770e-05 5.632265640371328678e-04 6.832969892170136748e-03
-3.666684146035247504e-04 1.596033533926903515e-04 -1.819714140325623408e-04 -9.283515276921349996e-05 6.268782513442990359e-05 1.029109650280884345e-04 -1.429972231029445794e-04 -9.933788141690158991e-04 -1.273109682027072430e-04 2.458132153362952219e-05 -1.162463635619604422e-04 -3.645754819402480837e-04 8.625090272541597767e-04 1.755444141898220012e-02
-6.521551253549359240e-04 2.951749275563014504e-04 -2.410155703318242709e-04 -3.652946490285893929e-04 2.250354543487766493e-04 -2.250787167866618132e-05 -2.475277154429796978e-04 -8.877750204724819353e-04 -2.407721365742775403e-04 9.164390626500852662e-06 2.387907917814247765e-04 -2.130855849030695109e-04 4.680573430283180118e-04 1.575551253531809817e-02
-3.177268139132635011e-04 5.956109874029987992e-05 -5.548685610694196850e-04 -1.099117425029353550e-04 5.766980416377408356e-04 4.145881482209076295e-05 -2.102098436407722512e-04 -1.167619619787415132e-03 -1.031809550143180049e-04 -2.176554917047154934e-04 8.675241041053537562e-05 1.472444984498997481e-06 3.157472821529810035e-03 1.774001325608111010e-02
