cpimfp 1.10836403
pi0mfp 0.17212304
picex 1.53233169
piinel 0.6706714
cpiabs  1.58794822
pi0abs 0.90426555
pipiprod 1.1191042
nmfp 1.19606893
ncex 1.41223647
ninel  1.26262667
nabs 0.28092843
npiprod 1.26716833
srcfr 0.30149474
nurmec 0.01131865
