cpimfp 1.0
pi0mfp 0.221
picex 0.257
piinel 1.0
cpiabs 1.0
pi0abs 1.0
pipiprod 1.0
nmfp 1.0
ncex 1.426
ninel 1.0
nabs 0.250
npiprod 2.05
srcfr 0.151
nurmec 0.01
